9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,7.152557373046875000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,1.192092895507812500e-06,0.000000000000000000e+00,1.192092895507812500e-06,7.152557373046875000e-07,9.536743164062500000e-07,0.000000000000000000e+00,2.145767211914062500e-06,7.152557373046875000e-07,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,7.152557373046875000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,1.192092895507812500e-06,1.192092895507812500e-06,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07
9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,1.192092895507812500e-06,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,0.000000000000000000e+00,7.152557373046875000e-07,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,7.152557373046875000e-07
0.000000000000000000e+00,1.192092895507812500e-06,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,9.536743164062500000e-07
0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,1.192092895507812500e-06,1.192092895507812500e-06,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00
7.152557373046875000e-07,1.192092895507812500e-06,1.192092895507812500e-06,0.000000000000000000e+00,7.152557373046875000e-07,0.000000000000000000e+00,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,1.192092895507812500e-06,1.192092895507812500e-06,0.000000000000000000e+00,7.152557373046875000e-07,1.192092895507812500e-06,1.907348632812500000e-06,1.192092895507812500e-06,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07
9.536743164062500000e-07,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,1.788139343261718750e-05,9.536743164062500000e-07,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,9.536743164062500000e-07,0.000000000000000000e+00,7.152557373046875000e-07,0.000000000000000000e+00
0.000000000000000000e+00,7.152557373046875000e-07,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,7.152557373046875000e-07,0.000000000000000000e+00,9.536743164062500000e-07,1.192092895507812500e-06,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,2.145767211914062500e-06,1.192092895507812500e-06,0.000000000000000000e+00,0.000000000000000000e+00,7.152557373046875000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,7.152557373046875000e-07,1.192092895507812500e-06,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,9.536743164062500000e-07,9.536743164062500000e-07,1.907348632812500000e-06,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.536743164062500000e-07,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,1.192092895507812500e-06,1.192092895507812500e-06,0.000000000000000000e+00,7.152557373046875000e-07,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06,0.000000000000000000e+00,9.536743164062500000e-07,0.000000000000000000e+00,1.192092895507812500e-06
